ID	DOCULECT	CONCEPT	VALUE	IPA	TOKENS	SEGMENTS	MORPHEMES	COGIDS	AUTOID	STRICTID	LOOSEID	CHARACTERS_IS	CHARACTERS	LEXEME_NOTE	CONCEPT_CHINESE	STRUCTURE	NOTE
1857	Changsha	eye	ŋan⁴¹⁻⁴⁴ tɕin⁰	ŋan⁴¹+tɕin⁰	ŋ a n ⁴¹ + tɕ i n ⁰	ŋ a n ⁴⁴/⁴¹ + tɕ i n ⁰	EYE _eye	369 370	204	187	116	眼睛	眼 睛		眼睛	i n c t + i n c t	
1858	Loudi	eye	ŋã⁴² tɕy⁴⁴⁻³³	ŋã⁴²+tɕy⁴⁴	ŋ ã ⁴² + tɕ y ⁴⁴	ŋ ã ∼ ⁴² + tɕ y ³³/⁴⁴	EYE _eye	369 373	204	192	116	眼珠	眼 珠		眼睛	i n c t + i n t	
1859	Nanchang	eye	ŋan²¹³ tɕiaŋ⁰	ŋan²¹³+tɕjaŋ⁰	ŋ a n ²¹³ + tɕ j a ŋ ⁰	ŋ a n ²¹³ + tɕ i a ŋ ⁰	EYE _eye	369 370	204	187	116	眼睛	眼 睛		眼睛	i n c t + i m n c t	
1860	Meixian	eye	ŋian³¹ tsu³³	ŋjan³¹+tsu³³	ŋ j a n ³¹ + ts u ³³	ŋ i a n ³¹ + ts u ³³	EYE _eye	369 373	204	192	116	眼珠	眼 珠		眼睛	i m n c t + i n t	
1861	Guilin	eye	ŋã²³ tsei⁴²⁻²²	ŋã²³+tsei⁴²	ŋ ã ²³ + ts ei ⁴²	ŋ ã ∼ ²³ + ts e i ²²/⁴²	EYE _eye	369 370	204	187	116	眼睛	眼 睛		眼睛	i n c t + i n N t	
1862	Guangzhou	eye	ŋan²³ tsɛŋ⁵⁵	ŋan²³+tsɛŋ⁵⁵	ŋ a n ²³ + ts ɛ ŋ ⁵⁵	ŋ a n ²³ + ts ɛ ŋ ⁵⁵	EYE _eye	369 370	204	187	116	眼睛	眼 睛		眼睛	i n c t + i n c t	
1863	Fuzhou	eye	mɛiʔ⁵ tsieu⁵⁵	mɛiʔ⁵+tsjeu⁵⁵	m ɛi ʔ ⁵ + ts j eu ⁵⁵	m ɛ i ʔ ⁵ + ts i e u ⁵⁵	EYE _eye	375 376	207	193	116	目目+周	目 睭		眼睛	i n N c t + i m n N t	
1864	Xiamen	eye	bak⁵⁻³²* tsiu⁵⁵	bak⁵+tsju⁵⁵	b a k ⁵ + ts j u ⁵⁵	b a k ³²*/⁵ + ts i u ⁵⁵	_eye EYE	375 373	206	194	116	目珠	目 珠		眼睛	i n c t + i m n t	
1865	Beijing	bite	iɑu²¹³	jɑu²¹³	j ɑu ²¹³	i ɑ u ²¹³	BITE	377	50	46	28	咬	咬		咬	m n N t	
1866	Ha_erbin	bite	iau²¹³	jau²¹³	j au ²¹³	i a u ²¹³	BITE	377	50	46	28	咬	咬		咬	m n N t	
1867	Jinan	bite	iɔ⁴⁵	jɔ⁴⁵	j ɔ ⁴⁵	i ɔ ⁴⁵	BITE	377	50	46	28	咬	咬		咬	m n t	
1868	Rongcheng	bite	iau²¹⁴	jau²¹⁴	j au ²¹⁴	i a u ²¹⁴	BITE	377	50	46	28	咬	咬		咬	m n N t	
1869	Taiyuan	bite	iau⁵³	jau⁵³	j au ⁵³	i a u ⁵³	BITE	377	50	46	28	咬	咬		咬	m n N t	
1870	Xi_an	bite	ȵiɑu⁵³	ɲjɑu⁵³	ɲ j ɑu ⁵³	ɲ i ɑ u ⁵³	BITE	377	50	46	28	咬	咬		咬	i m n N t	
1871	Chengdu	bite	ŋau⁵³	ŋau⁵³	ŋ au ⁵³	ŋ a u ⁵³	BITE	377	50	46	28	咬	咬		咬	i n N t	
1872	Nanjing	bite	iɔ¹¹	jɔ¹¹	j ɔ ¹¹	i ɔ ¹¹	BITE	377	50	46	28	咬	咬		咬	m n t	
1873	Jixi	bite	ŋɤ²¹³	ŋɤ²¹³	ŋ ɤ ²¹³	ŋ ɤ ²¹³	BITE	377	50	46	28	咬	咬		咬	i n t	
1874	Suzhou	bite	ŋæ²³¹	ŋæ²³¹	ŋ æ ²³¹	ŋ æ ²³¹	BITE	377	50	46	28	咬	咬		咬	i n t	
1875	Wenzhou	bite	ŋuɔ²⁴²	ŋwɔ²⁴²	ŋ w ɔ ²⁴²	ŋ u ɔ ²⁴²	BITE	377	50	46	28	咬	咬		咬	i m n t	
1876	Changsha	bite	ŋa⁴¹	ŋa⁴¹	ŋ a ⁴¹	ŋ a ⁴¹	BITE	377	50	46	28	咬	咬		咬	i n t	
1877	Loudi	bite	ŋa³⁵	ŋa³⁵	ŋ a ³⁵	ŋ a ³⁵	BITE	378	51	47	29	齒+厓	𪘬		咬	i n t	
1878	Nanchang	bite	ŋau²¹³	ŋau²¹³	ŋ au ²¹³	ŋ a u ²¹³	BITE	377	50	46	28	咬	咬		咬	i n N t	
1879	Meixian	bite	ŋat¹	ŋat¹	ŋ a t ¹	ŋ a t ¹	BITE	379	52	48	30	口+齒	嚙		咬	i n c t	
1880	Guilin	bite	ŋɑu²³	ŋɑu²³	ŋ ɑu ²³	ŋ ɑ u ²³	BITE	377	50	46	28	咬	咬		咬	i n N t	
1881	Guangzhou	bite	ŋau²³	ŋau²³	ŋ au ²³	ŋ a u ²³	BITE	377	50	46	28	咬	咬		咬	i n N t	
1882	Fuzhou	bite	ka²⁴²	ka²⁴²	k a ²⁴²	k a ²⁴²	BITE	377	50	46	28	咬	咬		咬	i n t	
1883	Xiamen	bite	ka²²	ka²²	k a ²²	k a ²²	BITE	377	50	46	28	咬	咬		咬	i n t	
1884	Beijing	leaf	iɛ⁵¹	jɛ⁵¹	j ɛ ⁵¹	i ɛ ⁵¹	LEAF	380	525	447	255	叶	叶		葉	m n t	
1885	Ha_erbin	leaf	iɛ⁵³ tsɿ⁰	jɛ⁵³+tsɿ⁰	j ɛ ⁵³ + ts ɿ ⁰	i ɛ ⁵³ + ts ɿ ⁰	LEAF _leaf	380 19	525	448	255	叶子	叶 子		葉	m n t + i n t	
1886	Jinan	leaf	iə³¹⁻⁴⁴ tsɿ⁰	jə³¹+tsɿ⁰	j ə ³¹ + ts ɿ ⁰	i ə ⁴⁴/³¹ + ts ɿ ⁰	LEAF _leaf	380 19	525	448	255	叶子	叶 子		葉	m n t + i n t	
1887	Rongcheng	leaf	iər²¹⁴	jə²¹⁴	j ə ²¹⁴	i ə˞/ə ²¹⁴	LEAF	380	525	447	255	叶儿	叶		葉	m nr t	
1888	Taiyuan	leaf	ie⁴⁵	je⁴⁵	j e ⁴⁵	i e ⁴⁵	LEAF	380	525	447	255	叶	叶		葉	m n t	
1889	Taiyuan	leaf	ie⁴⁵ tsəʔ⁰	je⁴⁵+tsəʔ⁰	j e ⁴⁵ + ts ə ʔ ⁰	i e ⁴⁵ + ts ə ʔ ⁰	LEAF _leaf	380 19	525	448	255	叶子	叶 子		葉	m n t + i n c t	
1890	Xi_an	leaf	iɛ²¹	jɛ²¹	j ɛ ²¹	i ɛ ²¹	LEAF	380	525	447	255	叶	叶		葉	m n t	
1891	Chengdu	leaf	su²¹³ tsɿ⁵³ ie²¹ ie²¹	su²¹³+tsɿ⁵³+je²¹+je²¹	s u ²¹³ + ts ɿ ⁵³ + j e ²¹ + j e ²¹	s u ²¹³ + ts ɿ ⁵³ + i e ²¹ + i e ²¹	_leaf _leaf LEAF _leaf	134 19 380 380	525	449	255	树子叶叶	树 子 叶 叶		葉	i n t + i n t + m n t + m n t	
1892	Nanjing	leaf	ieʔ⁵ tsɿ⁰	jeʔ⁵+tsɿ⁰	j e ʔ ⁵ + ts ɿ ⁰	i e ʔ ⁵ + ts ɿ ⁰	LEAF _leaf	380 19	525	448	255	叶子	叶 子		葉	m n c t + i n t	
1893	Jixi	leaf	iaʔ³²*	jaʔ³²	j a ʔ ³²	i a ʔ ³²*/³²	LEAF	380	525	447	255	叶	叶		葉	m n c t	
1894	Suzhou	leaf	ɦiəʔ²³* tsɿ⁵²⁻³¹	ɦjəʔ²³+tsɿ⁵²	ɦ j ə ʔ ²³ + ts ɿ ⁵²	ɦ i ə ʔ ²³*/²³ + ts ɿ ³¹/⁵²	LEAF _leaf	380 19	525	448	255	叶子	叶 子		葉	i m n c t + i n t	
1895	Wenzhou	leaf	ji²¹	ji²¹	j i ²¹	j i ²¹	LEAF	380	525	447	255	叶	叶		葉	i n t	
1896	Changsha	leaf	ie²⁴ tsɿ⁰	je²⁴+tsɿ⁰	j e ²⁴ + ts ɿ ⁰	i e ²⁴ + ts ɿ ⁰	LEAF _-:suffix/zi	380 19	525	448	255	叶子	叶 子		葉	m n t + i n t	
1897	Loudi	leaf	ie³⁵ tsɿ⁰	je³⁵+tsɿ⁰	j e ³⁵ + ts ɿ ⁰	i e ³⁵ + ts ɿ ⁰	LEAF _leaf	380 19	525	448	255	叶子	叶 子		葉	m n t + i n t	
1898	Nanchang	leaf	iɛt⁵ tsɿ⁰	jɛt⁵+tsɿ⁰	j ɛ t ⁵ + ts ɿ ⁰	i ɛ t ⁵ + ts ɿ ⁰	LEAF _leaf	380 19	525	448	255	叶子	叶 子		葉	m n c t + i n t	
1899	Meixian	leaf	iap⁵ pe⁰	jap⁵+pe⁰	j a p ⁵ + p e ⁰	i a p ⁵ + p e ⁰	LEAF _leaf	380 0	525	450	255	叶儿	叶		葉	m n c t + i n t	
1900	Guilin	leaf	lie⁵⁵ te²³⁻³³	lje⁵⁵+te²³	l j e ⁵⁵ + t e ²³	l i e ⁵⁵ + t e ³³/²³	LEAF _leaf	380 19	525	448	255	叶子	叶 子		葉	i m n t + i n t	
1901	Guangzhou	leaf	ip²	ip²	i p ²	i p ²	LEAF	380	525	447	255	叶	叶		葉	n c t	
1902	Fuzhou	leaf	loʔ⁵	loʔ⁵	l o ʔ ⁵	l o ʔ ⁵	LEAF _leaf _leaf	231 120 160	527	451	256	竹-若	竹 若 -		葉	i n c t	
1903	Fuzhou	leaf	loʔ⁵⁻³³ loʔ⁵	loʔ⁵+loʔ⁵	l o ʔ ⁵ + l o ʔ ⁵	l o ʔ ³³/⁵ + l o ʔ ⁵	LEAF _leaf _leaf _leaf _leaf _leaf	231 120 160 231 120 160	527	452	256	竹-若竹-若	竹 若 - 竹 若 -		葉	i n c t + i n c t	
1904	Xiamen	leaf	hioʔ⁵	hjoʔ⁵	h j o ʔ ⁵	h i o ʔ ⁵	LEAF _leaf _leaf	231 120 160	527	451	256	竹-若	竹 若 -		葉	i m n c t	
1905	Beijing	one	i⁵⁵	i⁵⁵	i ⁵⁵	i ⁵⁵	ONE	381	672	577	298	一	一		一	n t	
1906	Ha_erbin	one	i⁴⁴	i⁴⁴	i ⁴⁴	i ⁴⁴	ONE	381	672	577	298	一	一		一	n t	
1907	Jinan	one	i²¹⁴	i²¹⁴	i ²¹⁴	i ²¹⁴	ONE	381	672	577	298	一	一		一	n t	
1908	Rongcheng	one	i²¹⁴	i²¹⁴	i ²¹⁴	i ²¹⁴	ONE	381	672	577	298	一	一		一	n t	
1909	Taiyuan	one	iəʔ²	jəʔ²	j ə ʔ ²	i ə ʔ ²	ONE	381	672	577	298	一	一		一	m n c t	
1910	Xi_an	one	i²¹	i²¹	i ²¹	i ²¹	ONE	381	672	577	298	一	一		一	n t	
1911	Chengdu	one	i²¹	i²¹	i ²¹	i ²¹	ONE	381	672	577	298	一	一		一	n t	
1912	Nanjing	one	iʔ⁵	iʔ⁵	i ʔ ⁵	i ʔ ⁵	ONE	381	672	577	298	一	一		一	n c t	
1913	Jixi	one	ieʔ³²*	jeʔ³²	j e ʔ ³²	i e ʔ ³²*/³²	ONE	381	672	577	298	一	一		一	m n c t	
1914	Suzhou	one	iəʔ⁴	jəʔ⁴	j ə ʔ ⁴	i ə ʔ ⁴	ONE	381	672	577	298	一	一		一	m n c t	
1915	Wenzhou	one	iai⁴¹	jai⁴¹	j ai ⁴¹	i a i ⁴¹	ONE	381	672	577	298	一	一		一	m n N t	
1916	Changsha	one	i²⁴	i²⁴	i ²⁴	i ²⁴	ONE	381	672	577	298	一	一		一	n t	
1917	Loudi	one	i¹³	i¹³	i ¹³	i ¹³	ONE	381	672	577	298	一	一		一	n t	
1918	Nanchang	one	it⁵	it⁵	i t ⁵	i t ⁵	ONE	381	672	577	298	一	一		一	n c t	
1919	Meixian	one	it¹	it¹	i t ¹	i t ¹	ONE	381	672	577	298	一	一		一	n c t	
1920	Guilin	one	i⁵⁵	i⁵⁵	i ⁵⁵	i ⁵⁵	ONE	381	672	577	298	一	一		一	n t	
1921	Guangzhou	one	iɐt⁵	jɐt⁵	j ɐ t ⁵	i ɐ t ⁵	ONE	381	672	577	298	一	一		一	m n c t	
1922	Fuzhou	one	soʔ⁵	soʔ⁵	s o ʔ ⁵	s o ʔ ⁵	ONE	382	673	578	299	蜀	蜀		一	i n c t	
1923	Fuzhou	one	ɛiʔ²⁴*	ɛiʔ²⁴	ɛi ʔ ²⁴	ɛ i ʔ */²⁴	ONE	381	672	577	298	一	一		一	n N c t	
1924	Xiamen	one	tsit⁵	tsit⁵	ts i t ⁵	ts i t ⁵	ONE	381	672	577	298	一	一		一	i n c t	
1925	Beijing	because	in⁵⁵ uei⁰	in⁵⁵+wei⁰	i n ⁵⁵ + w ei ⁰	i n ⁵⁵ + u e i ⁰	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	n c t + m n N t	
1926	Ha_erbin	because	in⁴⁴ ʋei⁰	in⁴⁴+ʋei⁰	i n ⁴⁴ + ʋ ei ⁰	i n ⁴⁴ + ʋ e i ⁰	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	n c t + i n N t	
1927	Ha_erbin	because	yŋ⁴⁴ xu⁰	yŋ⁴⁴+xu⁰	y ŋ ⁴⁴ + x u ⁰	y ŋ ⁴⁴ + x u ⁰	BECAUSE _because	385 386	37	32	24	庸乎	庸 乎		因為	n c t + i n t	
1928	Jinan	because	iẽ²¹⁴⁻²⁴ vei³¹	jẽ²¹⁴+vei³¹	j ẽ ²¹⁴ + v ei ³¹	i ẽ ∼ ²⁴/²¹⁴ + v e i ³¹	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	m n c t + i n N t	
1929	Rongcheng	because	in⁵² uei³⁵	in⁵²+wei³⁵	i n ⁵² + w ei ³⁵	i n ⁵² + u e i ³⁵	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	n c t + m n N t	
1930	Taiyuan	because	iŋ²¹ vei⁴⁵	iŋ²¹+vei⁴⁵	i ŋ ²¹ + v ei ⁴⁵	i ŋ ²¹ + v e i ⁴⁵	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	n c t + i n N t	
1931	Xi_an	because	iẽ²¹ uei²⁴	jẽ²¹+wei²⁴	j ẽ ²¹ + w ei ²⁴	i ẽ ∼ ²¹ + u e i ²⁴	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	m n c t + m n N t	
1932	Chengdu	because	in⁴⁵ uei²¹³⁻²¹	in⁴⁵+wei²¹³	i n ⁴⁵ + w ei ²¹³	i n ⁴⁵ + u e i ²¹/²¹³	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	n c t + m n N t	
1933	Nanjing	because	in³¹ ʋei¹³	in³¹+ʋei¹³	i n ³¹ + ʋ ei ¹³	i n ³¹ + ʋ e i ¹³	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	n c t + i n N t	
1934	Jixi	because	iɑ̃⁵⁵ vi⁵⁵	jɑ̃⁵⁵+vi⁵⁵	j ɑ̃ ⁵⁵ + v i ⁵⁵	i ɑ̃ ∼ ⁵⁵ + v i ⁵⁵	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	m n c t + i n t	
1935	Suzhou	because	in⁴⁴ ɦuᴇ²³¹⁻²¹	in⁴⁴+ɦwe̞²³¹	i n ⁴⁴ + ɦ w e̞ ²³¹	i n ⁴⁴ + ɦ u e̞ ²¹/²³¹	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	n c t + i m n t	
1936	Wenzhou	because	iaŋ⁴⁴ vu³⁴¹⁻²¹	jaŋ⁴⁴+vu³⁴¹	j a ŋ ⁴⁴ + v u ³⁴¹	i a ŋ ⁴⁴ + v u ²¹/³⁴¹	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	m n c t + i n t	
1937	Changsha	because	in³³ uei¹¹	in³³+wei¹¹	i n ³³ + w ei ¹¹	i n ³³ + u e i ¹¹	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	n c t + m n N t	
1938	Loudi	because	in⁴⁴ ui¹¹	in⁴⁴+wi¹¹	i n ⁴⁴ + w i ¹¹	i n ⁴⁴ + u i ¹¹	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	n c t + m n t	
1939	Nanchang	because	in⁴² ui²¹	in⁴²+wi²¹	i n ⁴² + w i ²¹	i n ⁴² + u i ²¹	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	n c t + m n t	
1940	Meixian	because	in³³⁻³⁵ vi¹¹	in³³+vi¹¹	i n ³³ + v i ¹¹	i n ³⁵/³³ + v i ¹¹	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	n c t + i n t	
1941	Guilin	because	iŋ⁴² uei²²	iŋ⁴²+wei²²	i ŋ ⁴² + w ei ²²	i ŋ ⁴² + u e i ²²	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	n c t + m n N t	
1942	Guangzhou	because	iɐn⁵³ uɐi²²	jɐn⁵³+wɐi²²	j ɐ n ⁵³ + w ɐi ²²	i ɐ n ⁵³ + u ɐ i ²²	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	m n c t + m n N t	
1943	Fuzhou	because	iŋ⁵⁵⁻⁵³ ŋuoi²⁴²	iŋ⁵⁵+ŋwoi²⁴²	i ŋ ⁵⁵ + ŋ w oi ²⁴²	i ŋ ⁵³/⁵⁵ + ŋ u o i ²⁴²	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	n c t + i m n N t	
1944	Xiamen	because	iŋ⁵⁵⁻²² ui²²	iŋ⁵⁵+wi²²	i ŋ ⁵⁵ + w i ²²	i ŋ ²²/⁵⁵ + u i ²²	BECAUSE _because	383 384	35	31	23	因为	因 为		因為	n c t + m n t	
1945	Beijing	swim	iou³⁵ ʂuei²¹³	jou³⁵+ʂwei²¹³	j ou ³⁵ + ʂ w ei ²¹³	i o u ³⁵ + ʂ u e i ²¹³	SWIM _swim	387 194	881	775	430	游水	游 水		游泳	m n N t + i m n N t	
1946	Ha_erbin	swim	iou²⁴ yŋ²¹³	jou²⁴+yŋ²¹³	j ou ²⁴ + y ŋ ²¹³	i o u ²⁴ + y ŋ ²¹³	SWIM _swim	387 388	881	776	430	游泳	游 泳		游泳	m n N t + n c t	
1947	Jinan	swim	iou⁵³ yŋ⁴⁵	jou⁵³+yŋ⁴⁵	j ou ⁵³ + y ŋ ⁴⁵	i o u ⁵³ + y ŋ ⁴⁵	SWIM _swim	387 388	881	776	430	游泳	游 泳		游泳	m n N t + n c t	
1948	Rongcheng	swim	si²¹⁴⁻³⁵ tsau²¹⁴	si²¹⁴+tsau²¹⁴	s i ²¹⁴ + ts au ²¹⁴	s i ³⁵/²¹⁴ + ts a u ²¹⁴	SWIM swim	346 389	885	777	430	洗澡	洗 澡		游泳	i n t + i n N t	
1949	Taiyuan	swim	iəu²¹ yŋ⁵³	jəu²¹+yŋ⁵³	j əu ²¹ + y ŋ ⁵³	i ə u ²¹ + y ŋ ⁵³	SWIM _swim	387 388	881	776	430	游泳	游 泳		游泳	m n N t + n c t	
1950	Xi_an	swim	iou²⁴ fei⁵³	jou²⁴+fei⁵³	j ou ²⁴ + f ei ⁵³	i o u ²⁴ + f e i ⁵³	SWIM _swim	387 194	881	775	430	游水	游 水		游泳	m n N t + i n N t	
1951	Xi_an	swim	fu²⁴ fei⁵³	fu²⁴+fei⁵³	f u ²⁴ + f ei ⁵³	f u ²⁴ + f e i ⁵³	swim _SWIM	21 194	882	778	430	浮水	浮 水		游泳	i n t + i n N t	
1952	Xi_an	swim	iou²⁴	jou²⁴	j ou ²⁴	i o u ²⁴	SWIM	387	881	779	430	游	游		游泳	m n N t	
1953	Chengdu	swim	iəu²¹⁻⁵⁵ yn²¹³	jəu²¹+yn²¹³	j əu ²¹ + y n ²¹³	i ə u ⁵⁵/²¹ + y n ²¹³	SWIM _swim	387 388	881	776	430	游泳	游 泳		游泳	m n N t + n c t	
1954	Chengdu	swim	ɕi⁵³⁻⁵⁵ tsau⁵³	ɕi⁵³+tsau⁵³	ɕ i ⁵³ + ts au ⁵³	ɕ i ⁵⁵/⁵³ + ts a u ⁵³	SWIM swim	346 389	885	777	430	洗澡	洗 澡		游泳	i n t + i n N t	
1955	Nanjing	swim	iəɯ¹³ ioŋ¹¹	jəɯ¹³+joŋ¹¹	j əɯ ¹³ + j o ŋ ¹¹	i ə ɯ ¹³ + i o ŋ ¹¹	SWIM _swim	387 388	881	776	430	游泳	游 泳		游泳	m n N t + m n c t	
1956	Jixi	swim	vo⁵⁵⁻⁴⁵ ɕy²¹³	vo⁵⁵+ɕy²¹³	v o ⁵⁵ + ɕ y ²¹³	v o ⁴⁵/⁵⁵ + ɕ y ²¹³	swim _SWIM	8 194	882	780	430	囗水	囗 水		游泳	i n t + i n t	
1957	Suzhou	swim	hoʔ⁴ lã²³⁻²² ɦioʔ²³*⁻⁴	hoʔ⁴+lã²³+ɦjoʔ²³	h o ʔ ⁴ + l ã ²³ + ɦ j o ʔ ²³	h o ʔ ⁴ + l ã ∼ ²²/²³ + ɦ i o ʔ ⁴*/²³	SWIM swim swim	390 391 392	890	781	431	淴冷浴	淴 冷 浴		游泳	i n c t + i n c t + i m n c t	
1958	Wenzhou	swim	jieu³⁴¹⁻²⁴ vu³⁴¹⁻⁴² ŋ̍⁰	jjeu³⁴¹+vu³⁴¹+ŋ̍⁰	j j eu ³⁴¹ + v u ³⁴¹ + ŋ̍ ⁰	j i e u ²⁴/³⁴¹ + v u ⁴²/³⁴¹ + ŋ̍ ⁰	SWIM _swim _swim	393 394 0	884	782	430	泅河儿	泅 河		游泳	i m n N t + i n t + n t	
1959	Changsha	swim	iəu¹³ ɕyei⁴¹	jəu¹³+ɕɥei⁴¹	j əu ¹³ + ɕ ɥ ei ⁴¹	i ə u ¹³ + ɕ y e i ⁴¹	SWIM _water	387 194	881	775	430	游水	游 水		游泳	m n N t + i m n N t	
1960	Changsha	swim	uan¹³ ɕyei⁴¹	wan¹³+ɕɥei⁴¹	w a n ¹³ + ɕ ɥ ei ⁴¹	u a n ¹³ + ɕ y e i ⁴¹	swim water	285 194	882	783	430	玩水	玩 水		游泳	m n c t + i m n N t	
1961	Loudi	swim	io¹³⁻³³ ɕy⁴²	io¹³+ɕy⁴²	io ¹³ + ɕ y ⁴²	i o ³³/¹³ + ɕ y ⁴²	SWIM _swim	387 194	881	775	430	游水	游 水		游泳	n N t + i n t	
1962	Loudi	swim	io¹³⁻³³ un¹¹	io¹³+un¹¹	io ¹³ + u n ¹¹	i o ³³/¹³ + u n ¹¹	SWIM _swim	387 388	881	776	430	游泳	游 泳		游泳	n N t + n c t	
1963	Nanchang	swim	iu⁴⁵ sui²¹³	ju⁴⁵+swi²¹³	j u ⁴⁵ + s w i ²¹³	i u ⁴⁵ + s u i ²¹³	SWIM _swim	387 194	881	775	430	游水	游 水		游泳	m n t + i m n t	
1964	Nanchang	swim	iu⁴⁵ iuŋ²¹³	ju⁴⁵+juŋ²¹³	j u ⁴⁵ + j u ŋ ²¹³	i u ⁴⁵ + i u ŋ ²¹³	SWIM _swim	387 388	881	776	430	游泳	游 泳		游泳	m n t + m n c t	
1965	Meixian	swim	se³¹ sən³³⁻³⁵ ne⁰	se³¹+sən³³+ne⁰	s e ³¹ + s ə n ³³ + n e ⁰	s e ³¹ + s ə n ³⁵/³³ + n e ⁰	SWIM swim _swim	346 75 0	885	784	430	洗身儿	洗 身		游泳	i n t + i n c t + i n t	
1966	Guilin	swim	iou²² suei²³	jou²²+swei²³	j ou ²² + s w ei ²³	i o u ²² + s u e i ²³	SWIM _swim	387 194	881	775	430	游水	游 水		游泳	m n N t + i m n N t	
1967	Guangzhou	swim	iɐu²¹ søy³⁵	jɐu²¹+søy³⁵	j ɐu ²¹ + s øy ³⁵	i ɐ u ²¹ + s ø y ³⁵	SWIM _swim	387 194	881	775	430	游水	游 水		游泳	m n N t + i n N t	
1968	Fuzhou	swim	sieu⁵³⁻³³ tsuoi³²	sjeu⁵³+tswoi³²	s j eu ⁵³ + ts w oi ³²	s i e u ³³/⁵³ + ts u o i ³²	swim _SWIM	393 194	882	785	430	泅水	泅 水		游泳	i m n N t + i m n N t	
1969	Xiamen	swim	siu²⁴⁻²² tsui⁵³	sju²⁴+tswi⁵³	s j u ²⁴ + ts w i ⁵³	s i u ²²/²⁴ + ts u i ⁵³	swim _SWIM	393 194	882	785	430	泅水	泅 水		游泳	i m n t + i m n t	
1970	Beijing	rightside	iou⁵¹⁻⁵³ piən⁵⁵	jou⁵¹+pjən⁵⁵	j ou ⁵¹ + p j ə n ⁵⁵	i o u ⁵³/⁵¹ + p i ə n ⁵⁵	RIGHTSIDE _rightside	395 396	705	606	327	右边	右 边		右邊	m n N t + i m n c t	
1971	Ha_erbin	rightside	iou⁵³ piar⁴⁴	jou⁵³+pja⁴⁴	j ou ⁵³ + p j a ⁴⁴	i o u ⁵³ + p i a˞/a ⁴⁴	RIGHTSIDE _rightside	395 396	705	606	327	右边儿	右 边		右邊	m n N t + i m nr t	
1972	Ha_erbin	rightside	iou⁵³ piar⁴⁴ la⁰	jou⁵³+pja⁴⁴+la⁰	j ou ⁵³ + p j a ⁴⁴ + l a ⁰	i o u ⁵³ + p i a˞/a ⁴⁴ + l a ⁰	RIGHTSIDE _rightside _rightside	395 396 397	705	607	327	右边儿拉	右 边 拉		右邊	m n N t + i m nr t + i n t	
1973	Jinan	rightside	iou³¹ piər⁰	jou³¹+pjə⁰	j ou ³¹ + p j ə ⁰	i o u ³¹ + p i ə˞/ə ⁰	RIGHTSIDE _rightside	395 396	705	606	327	右边儿	右 边		右邊	m n N t + i m nr t	
1974	Rongcheng	rightside	iou³³⁴ piər⁵²	jou³³⁴+pjə⁵²	j ou ³³⁴ + p j ə ⁵²	i o u ³³⁴ + p i ə˞/ə ⁵²	RIGHTSIDE _rightside	395 396	705	606	327	右边儿	右 边		右邊	m n N t + i m nr t	
1975	Taiyuan	rightside	iəu⁴⁵ pie²¹ pie²¹⁻⁴⁵	jəu⁴⁵+pje²¹+pje²¹	j əu ⁴⁵ + p j e ²¹ + p j e ²¹	i ə u ⁴⁵ + p i e ²¹ + p i e ⁴⁵/²¹	RIGHTSIDE _rightside _rightside	395 396 396	705	608	327	右边边	右 边 边		右邊	m n N t + i m n t + i m n t	
1976	Xi_an	rightside	iou⁴⁴ ŋæ̃r⁰	jou⁴⁴+ŋæ̃⁰	j ou ⁴⁴ + ŋ æ̃ ⁰	i o u ⁴⁴ + ŋ æ̃˞/æ̃ ∼ ⁰	RIGHTSIDE _rightside	395 398	705	609	327	右岸儿	右 岸		右邊	m n N t + i nr c t	
1977	Chengdu	rightside	iou²¹³ səu⁵³	jou²¹³+səu⁵³	j ou ²¹³ + s əu ⁵³	i o u ²¹³ + s ə u ⁵³	RIGHTSIDE _rightside	395 182	705	610	327	右手	右 手		右邊	m n N t + i n N t	
1978	Chengdu	rightside	iəu²¹³ səu⁵³ piən⁵⁵	jəu²¹³+səu⁵³+pjən⁵⁵	j əu ²¹³ + s əu ⁵³ + p j ə n ⁵⁵	i ə u ²¹³ + s ə u ⁵³ + p i ə n ⁵⁵	RIGHTSIDE _rightside _rightside	395 182 396	705	611	327	右手边	右 手 边		右邊	m n N t + i n N t + i m n c t	
